Precursor index,classification, rSAM present,rSAM distance <2000,rSAM distance <1000,rSAM distance >5000,ansme evalue,ansme_score,ansme score >40,ansme score >100,sulfatase present,HexxH domain present,precuror retrieved by Wpr RRE,precursor length <70,precursor length <90,precursor length >110,precursor length >200,1 cys,2 cys,3+ cys,>2 cyclophane motifs,Number of cyclophane motifs,Percent Aromatic,Triceptide precursor hmms,precursor no hmm match,rgg/shp,synergy,common transporter,rsam hmm,Inferred gene,fimo motif 1, motif 2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,number of motifs present, occurances of 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,rSAM distance,precursor length,core charge,precursor charge,last_third charge,abs(core charge),abs(precursor charge),abs(last third charge),CORE COUNT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point,PRECURSOR count A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point,LAST THIRD COUNT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point
2159,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452,282,4,6,4,4,6,4,8,6,7,14,3,4,8,6,0,15,11,13,7,4,2,8,6,0,10,9,0.056737589,0.042553191,0.04964539,0.09929078,0.021276596,0.028368794326241134,0.056737589,0.042553191,0,0.10638297872340426,0.078014184,0.092198582,0.04964539,0.028368794326241134,0.014184397163120567,0.056737589,0.042553191,0,0.070921986,0.063829787,14,15,19,34,56,14,8.90245533,14,9,18,22,6,8,15,14,2,37,25,28,11,9,4,16,11,0,15,18,0.04964539,0.031914893617021274,0.063829787,0.078014184,0.021276596,0.028368794326241134,0.053191489,0.04964539,0.007092199,0.13120567375886524,0.088652482,0.09929078,0.039007092,0.031914893617021274,0.014184397163120567,0.056737589,0.039007092,0,0.053191489,0.063829787,24,33,37,70,119,27,8.547750282287598,5,6,4,12,2,1,8,4,0,12,6,8,5,2,0,5,3,0,5,6,0.053191489,0.063829787,0.042553191,0.1276595744680851,0.021276596,0.010638297872340425,0.085106383,0.042553191,0,0.1276595744680851,0.063829787,0.085106383,0.053191489,0.021276596,0,0.053191489,0.031914893617021274,0,0.053191489,0.063829787,7,12,14,26,38,8,8.602097129821779
2160,0,1,0,0,1,2e-151,150.69897000433602,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6560,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862
2161,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7227,297,-2,0,-2,2,0,2,26,16,11,1,1,1,11,12,2,6,11,2,2,2,5,5,14,1,2,18,0.174496644,0.10738255033557047,0.073825503,0.006711409,0.006711409,0.006711409,0.073825503,0.080536913,0.013422818791946308,0.040268456375838924,0.073825503,0.013422818791946308,0.013422818791946308,0.013422818791946308,0.033557047,0.033557047,0.093959732,0.006711409,0.013422818791946308,0.12080536912751678,5,22,18,40,75,19,5.222275733947753,42,33,15,6,1,1,26,25,5,8,28,3,7,5,13,10,26,1,4,38,0.1414141414141414,0.1111111111111111,0.050505050505050504,0.020202020202020204,0.003367003,0.003367003,0.087542088,0.084175084,0.016835016835016835,0.026936026936026935,0.094276094,0.010101010101010102,0.023569024,0.016835016835016835,0.043771044,0.033670034,0.087542088,0.003367003,0.013468013468013467,0.12794612794612795,10,41,36,77,148,36,5.692334175109862,18,11,8,0,0,0,8,10,2,6,8,2,0,0,2,3,9,1,0,11,0.18181818181818182,0.1111111111111111,0.080808081,0,0,0,0.080808081,0.10101010101010101,0.020202020202020204,0.060606061,0.080808081,0.020202020202020204,0,0,0.020202020202020204,0.030303030303030304,0.090909091,0.010101010101010102,0,0.1111111111111111,1,16,13,29,53,12,5.323108100891113
2162,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9409,67,1,1,1,1,1,1,5,3,3,0,0,1,1,5,0,3,2,2,0,0,2,1,0,1,0,5,0.14705882352941177,0.088235294,0.088235294,0,0,0.029411764705882353,0.029411764705882353,0.14705882352941177,0,0.088235294,0.058823529411764705,0.058823529411764705,0,0,0.058823529411764705,0.029411764705882353,0,0.029411764705882353,0,0.14705882352941177,1,4,5,9,20,1,8.587785148620608,9,5,4,0,1,1,2,9,0,3,8,2,1,0,5,3,0,2,1,11,0.13432835820895522,0.074626866,0.059701493,0,0.014925373134328358,0.014925373134328358,0.029850746268656716,0.13432835820895522,0,0.044776119,0.11940298507462686,0.029850746268656716,0.014925373134328358,0,0.074626866,0.044776119,0,0.029850746268656716,0.014925373134328358,0.16417910447761194,3,6,7,13,41,3,7.934913826,3,2,2,0,0,0,1,3,0,2,1,2,0,0,1,1,0,0,0,5,0.13043478260869565,0.086956522,0.086956522,0,0,0,0.043478260869565216,0.13043478260869565,0,0.086956522,0.043478260869565216,0.086956522,0,0,0.043478260869565216,0.043478260869565216,0,0,0,0.21739130434782608,0,3,4,7,14,1,8.559547996520998
2163,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5818,230,-6,-9,-6,6,9,6,8,3,10,8,0,4,8,4,3,8,10,6,2,6,6,5,8,0,8,8,0.069565217,0.026086957,0.086956522,0.069565217,0,0.034782608695652174,0.069565217,0.034782608695652174,0.026086957,0.069565217,0.086956522,0.052173913,0.017391304347826087,0.052173913,0.052173913,0.043478260869565216,0.069565217,0,0.069565217,0.069565217,14,18,9,27,40,13,4.59772892,15,9,21,11,1,10,16,12,4,15,20,15,5,10,9,10,19,3,14,11,0.065217391,0.039130435,0.091304348,0.047826087,0.004347826,0.043478260869565216,0.069565217,0.052173913,0.017391304347826087,0.065217391,0.086956522,0.065217391,0.021739130434782608,0.043478260869565216,0.039130435,0.043478260869565216,0.082608696,0.013043478260869565,0.060869565,0.047826087,27,37,24,61,78,29,4.756707572937012,4,1,5,5,0,2,7,3,2,7,7,4,1,5,3,4,6,0,5,5,0.052631579,0.013157894736842105,0.065789474,0.065789474,0,0.026315789,0.092105263,0.039473684210526314,0.026315789,0.092105263,0.092105263,0.052631579,0.013157894736842105,0.065789474,0.039473684210526314,0.052631579,0.078947368,0,0.065789474,0.065789474,10,12,5,17,27,10,4.525998116
2164,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,40,-5,-7,-5,5,7,5,0,0,1,0,1,0,4,3,0,1,2,0,1,0,0,2,0,0,1,4,0,0,0.05,0,0.05,0,0.2,0.15,0,0.05,0.1,0,0.05,0,0,0.1,0,0,0.05,0.2,1,5,0,5,11,2,4.0500284194946286,5,0,4,0,1,1,5,3,1,1,2,1,2,0,1,3,2,0,1,7,0.125,0,0.1,0,0.025,0.025,0.125,0.075,0.025,0.025,0.05,0.025,0.05,0,0.025,0.075,0.05,0,0.025,0.175,1,9,1,10,20,5,4.0500284194946286,0,0,1,0,1,0,2,2,0,1,1,0,1,0,0,1,0,0,1,3,0,0,0.071428571,0,0.071428571,0,0.14285714285714285,0.14285714285714285,0,0.071428571,0.071428571,0,0.071428571,0,0,0.071428571,0,0,0.071428571,0.21428571428571427,1,3,0,3,8,1,4.0500284194946286
2165,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5017,159,8,11,8,8,11,8,7,6,1,1,1,3,4,9,2,7,13,5,3,6,1,6,1,0,3,1,0.0875,0.075,0.0125,0.0125,0.0125,0.0375,0.05,0.1125,0.025,0.0875,0.1625,0.0625,0.0375,0.075,0.0125,0.075,0.0125,0,0.0375,0.0125,9,5,11,16,40,7,10.007056617736819,14,13,4,2,3,4,13,13,3,11,28,12,4,7,4,9,4,0,5,6,0.088050314,0.081761006,0.025157232704402517,0.012578616352201259,0.018867924528301886,0.025157232704402517,0.081761006,0.081761006,0.018867924528301886,0.06918239,0.1761006289308176,0.075471698,0.025157232704402517,0.044025157,0.025157232704402517,0.056603774,0.025157232704402517,0,0.031446540880503145,0.037735849,12,17,25,42,76,13,9.568478202819822,5,5,1,0,0,2,2,5,2,6,8,3,1,4,1,4,1,0,2,1,0.094339623,0.094339623,0.018867924528301886,0,0,0.037735849,0.037735849,0.094339623,0.037735849,0.11320754716981132,0.1509433962264151,0.056603774,0.018867924528301886,0.075471698,0.018867924528301886,0.075471698,0.018867924528301886,0,0.037735849,0.018867924528301886,6,3,8,11,26,5,10.520224952697756
2166,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,8,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,215,4,7,4,4,7,4,11,2,4,8,0,1,2,10,0,6,8,8,1,3,5,14,11,1,5,8,0.10185185185185185,0.018518518518518517,0.037037037037037035,0.074074074,0,0.009259259,0.018518518518518517,0.092592593,0,0.055555556,0.074074074,0.074074074,0.009259259,0.027777777777777776,0.046296296296296294,0.12962962962962962,0.10185185185185185,0.009259259,0.046296296296296294,0.074074074,9,6,10,16,44,25,9.476417350769044,17,3,8,17,3,1,5,17,0,15,18,17,6,5,7,28,21,1,10,16,0.079069767,0.013953488372093023,0.037209302325581395,0.079069767,0.013953488372093023,0.004651163,0.023255813953488372,0.079069767,0,0.069767442,0.08372093,0.079069767,0.027906976744186046,0.023255813953488372,0.03255814,0.13023255813953488,0.097674419,0.004651163,0.046511627906976744,0.074418605,16,13,20,33,89,49,9.250391197,9,1,2,6,0,1,1,6,0,4,5,6,0,3,3,8,8,1,4,3,0.1267605633802817,0.014084507042253521,0.028169014084507043,0.084507042,0,0.014084507042253521,0.014084507042253521,0.084507042,0,0.056338028169014086,0.070422535,0.084507042,0,0.042253521,0.042253521,0.11267605633802817,0.11267605633802817,0.014084507042253521,0.056338028169014086,0.042253521,8,3,7,10,27,16,9.632624245
2167,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,75,8,8,8,8,8,8,0,5,0,1,1,3,0,3,0,2,5,3,0,1,1,2,5,0,1,5,0,0.13157894736842105,0,0.026315789,0.026315789,0.078947368,0,0.078947368,0,0.052631579,0.13157894736842105,0.078947368,0,0.026315789,0.026315789,0.052631579,0.13157894736842105,0,0.026315789,0.13157894736842105,2,0,8,8,15,7,11.844727897644042,1,8,0,3,1,4,6,6,0,6,7,6,2,1,3,3,7,0,3,8,0.013333333333333334,0.10666666666666667,0,0.04,0.013333333333333334,0.053333333,0.08,0.08,0,0.08,0.093333333,0.08,0.026666667,0.013333333333333334,0.04,0.04,0.093333333,0,0.04,0.10666666666666667,4,6,14,20,30,10,10.279693412780759,0,3,0,0,1,3,0,3,0,2,3,2,0,1,0,1,4,0,1,1,0,0.12,0,0,0.04,0.12,0,0.12,0,0.08,0.12,0.08,0,0.04,0,0.04,0.16,0,0.04,0.04,2,0,5,5,9,5,11.008572959899901
2168,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8717,76,1,2,1,1,2,1,4,0,3,1,0,2,3,2,0,1,2,7,1,0,1,1,3,0,2,5,0.10526315789473684,0,0.078947368,0.026315789,0,0.052631579,0.078947368,0.052631579,0,0.026315789,0.052631579,0.18421052631578946,0.026315789,0,0.026315789,0.026315789,0.078947368,0,0.052631579,0.13157894736842105,2,6,7,13,15,4,8.241396522521974,8,0,4,3,4,2,6,6,2,1,5,10,3,0,3,2,5,0,2,10,0.10526315789473684,0,0.052631579,0.039473684210526314,0.052631579,0.026315789,0.078947368,0.078947368,0.026315789,0.013157894736842105,0.065789474,0.13157894736842105,0.039473684210526314,0,0.039473684210526314,0.026315789,0.065789474,0,0.026315789,0.13157894736842105,2,10,10,20,33,7,6.702704048156738,3,0,2,1,0,0,2,2,0,1,1,4,1,0,1,0,3,0,2,3,0.11538461538461539,0,0.076923077,0.038461538461538464,0,0,0.076923077,0.076923077,0,0.038461538461538464,0.038461538461538464,0.15384615384615385,0.038461538461538464,0,0.038461538461538464,0,0.11538461538461539,0,0.076923077,0.11538461538461539,2,4,4,8,11,3,5.8844499588012695
2169,0,1,0,0,0,3.3e-92,91.48148606012211,1,0,1,0,0,0,0,1,1,1,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2904,285,0,8,0,0,8,0,10,3,4,9,0,5,4,8,0,18,18,5,4,7,7,10,12,3,8,8,0.06993007,0.020979021,0.027972027972027972,0.062937063,0,0.034965035,0.027972027972027972,0.055944055944055944,0,0.1258741258741259,0.1258741258741259,0.034965035,0.027972027972027972,0.048951049,0.048951049,0.06993007,0.083916084,0.020979021,0.055944055944055944,0.055944055944055944,18,8,8,16,66,22,6.398785972595214,16,11,8,16,1,8,8,15,1,39,35,12,8,24,11,20,17,4,15,16,0.056140350877192984,0.038596491,0.028070175438596492,0.056140350877192984,0.003508772,0.028070175438596492,0.028070175438596492,0.052631579,0.003508772,0.1368421052631579,0.12280701754385964,0.042105263157894736,0.028070175438596492,0.084210526,0.038596491,0.070175439,0.059649123,0.014035087719298246,0.052631579,0.056140350877192984,43,16,23,39,129,37,9.384743309020994,3,1,2,7,0,3,2,7,0,10,14,3,3,6,5,8,10,0,5,6,0.031578947368421054,0.010526315789473684,0.021052631578947368,0.073684211,0,0.031578947368421054,0.021052631578947368,0.073684211,0,0.10526315789473684,0.14736842105263157,0.031578947368421054,0.031578947368421054,0.063157895,0.052631579,0.084210526,0.10526315789473684,0,0.052631579,0.063157895,11,4,4,8,43,18,6.252937126159668
2170,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6947,244,2,4,2,2,4,2,7,6,10,6,0,3,9,7,1,10,16,14,1,6,5,2,5,1,8,5,0.057377049,0.049180328,0.081967213,0.049180328,0,0.024590164,0.073770492,0.057377049,0.008196721,0.081967213,0.13114754098360656,0.11475409836065574,0.008196721,0.049180328,0.040983606557377046,0.016393443,0.040983606557377046,0.008196721,0.06557377,0.040983606557377046,15,19,20,39,46,7,8.074036598205566,13,9,14,16,0,6,20,17,2,21,27,27,3,12,8,9,12,3,12,13,0.053278689,0.036885245901639344,0.057377049,0.06557377,0,0.024590164,0.081967213,0.069672131,0.008196721,0.086065574,0.11065573770491803,0.11065573770491803,0.012295081967213115,0.049180328,0.032786885,0.036885245901639344,0.049180328,0.012295081967213115,0.049180328,0.053278689,27,34,36,70,94,21,8.438734245300296,2,2,6,3,0,3,4,7,1,6,11,11,1,5,4,2,4,1,5,3,0.024691358024691357,0.024691358024691357,0.074074074,0.037037037037037035,0,0.037037037037037035,0.049382716,0.086419753,0.012345679012345678,0.074074074,0.13580246913580246,0.13580246913580246,0.012345679012345678,0.061728395,0.049382716,0.024691358024691357,0.049382716,0.012345679012345678,0.061728395,0.037037037037037035,11,10,13,23,30,6,9.159684181213382
2171,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10086,69,0,5,0,0,5,0,1,0,2,2,0,2,3,5,0,1,1,5,1,1,2,0,2,2,4,1,0.028571429,0,0.057142857,0.057142857,0,0.057142857,0.085714286,0.14285714285714285,0,0.028571429,0.028571429,0.14285714285714285,0.028571429,0.028571429,0.057142857,0,0.057142857,0.057142857,0.11428571428571428,0.028571429,7,5,5,10,10,2,6.275161170959472,2,1,3,5,4,3,3,7,1,4,2,9,4,1,2,2,6,3,4,3,0.028985507246376812,0.014492753623188406,0.043478260869565216,0.072463768,0.057971014492753624,0.043478260869565216,0.043478260869565216,0.10144927536231885,0.014492753623188406,0.057971014492753624,0.028985507246376812,0.13043478260869565,0.057971014492753624,0.014492753623188406,0.028985507246376812,0.028985507246376812,0.086956522,0.043478260869565216,0.057971014492753624,0.043478260869565216,8,6,10,16,22,8,8.963571357727051,0,0,2,0,0,2,1,4,0,1,1,5,0,0,2,0,1,2,2,0,0,0,0.086956522,0,0,0.086956522,0.043478260869565216,0.17391304347826086,0,0.043478260869565216,0.043478260869565216,0.21739130434782608,0,0,0.086956522,0,0.043478260869565216,0.086956522,0.086956522,0,4,3,5,8,6,1,9.231050682
2172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2968,285,-4,0,-4,4,0,4,19,7,11,1,2,3,7,13,5,6,18,2,4,5,7,9,8,0,5,11,0.13286713286713286,0.048951049,0.076923077,0.006993007,0.013986013986013986,0.020979021,0.048951049,0.090909091,0.034965035,0.041958042,0.1258741258741259,0.013986013986013986,0.027972027972027972,0.034965035,0.048951049,0.062937063,0.055944055944055944,0,0.034965035,0.076923077,10,18,9,27,71,17,4.7431230545043945,35,15,19,5,2,9,14,24,15,10,26,3,10,7,20,15,19,3,11,23,0.12280701754385964,0.052631579,0.066666667,0.017543859649122806,0.007017544,0.031578947368421054,0.049122807,0.084210526,0.052631579,0.035087719,0.09122807,0.010526315789473684,0.035087719,0.024561404,0.070175439,0.052631579,0.066666667,0.010526315789473684,0.038596491,0.080701754,21,33,18,51,128,34,5.313957023620605,14,4,6,1,2,2,4,9,3,4,11,2,2,3,6,8,4,0,4,6,0.14736842105263157,0.042105263157894736,0.063157895,0.010526315789473684,0.021052631578947368,0.021052631578947368,0.042105263157894736,0.094736842,0.031578947368421054,0.042105263157894736,0.11578947368421053,0.021052631578947368,0.021052631578947368,0.031578947368421054,0.063157895,0.084210526,0.042105263157894736,0,0.042105263157894736,0.063157895,7,10,6,16,46,12,5.067901039123535
2173,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,48,1,1,1,1,1,1,2,0,0,1,4,4,2,2,0,1,0,3,0,0,0,3,2,0,0,0,0.083333333,0,0,0.041666666666666664,0.16666666666666666,0.16666666666666666,0.083333333,0.083333333,0,0.041666666666666664,0,0.125,0,0,0,0.125,0.083333333,0,0,0,0,2,3,5,5,5,7.871476936340332,2,1,1,3,6,4,5,5,1,3,1,5,3,0,0,4,4,0,0,0,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.0625,0.125,0.083333333,0.10416666666666667,0.10416666666666667,0.020833333333333332,0.0625,0.020833333333333332,0.10416666666666667,0.0625,0,0,0.083333333,0.083333333,0,0,0,0,6,6,12,14,8,6.520250892639161,1,0,0,1,2,2,2,2,0,1,0,3,0,0,0,1,1,0,0,0,0.0625,0,0,0.0625,0.125,0.125,0.125,0.125,0,0.0625,0,0.1875,0,0,0,0.0625,0.0625,0,0,0,0,2,3,5,4,2,8.033485984802244
2174,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5332,206,-4,9,-4,4,9,4,6,4,13,3,1,3,10,5,0,7,7,15,2,5,2,3,4,0,7,6,0.058252427,0.038834951456310676,0.1262135922330097,0.029126214,0.009708738,0.029126214,0.097087379,0.048543689,0,0.067961165,0.067961165,0.14563106796116504,0.019417475728155338,0.048543689,0.019417475728155338,0.029126214,0.038834951456310676,0,0.067961165,0.058252427,12,23,19,42,33,7,4.981903648376464,12,7,16,15,2,3,16,9,0,13,15,34,3,8,2,13,10,0,11,17,0.058252427,0.033980583,0.077669903,0.072815534,0.009708738,0.014563106796116505,0.077669903,0.043689320388349516,0,0.063106796,0.072815534,0.1650485436893204,0.014563106796116505,0.038834951456310676,0.009708738,0.063106796,0.048543689,0,0.053398058,0.082524272,19,32,41,73,69,23,9.244395637512206,4,3,11,2,1,1,7,3,0,6,6,11,1,3,0,0,4,0,3,2,0.058823529411764705,0.044117647,0.16176470588235295,0.029411764705882353,0.014705882352941176,0.014705882352941176,0.10294117647058823,0.044117647,0,0.088235294,0.088235294,0.16176470588235295,0.014705882352941176,0.044117647,0,0,0.058823529411764705,0,0.044117647,0.029411764705882353,6,18,14,32,22,4,4.840999794006346
2175,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10342,289,3,-1,3,3,1,3,25,13,7,0,1,1,10,11,5,2,15,2,3,7,8,10,5,4,3,13,0.1724137931034483,0.089655172,0.048275862,0,0.006896552,0.006896552,0.068965517,0.075862069,0.034482758620689655,0.013793103448275862,0.10344827586206896,0.013793103448275862,0.020689655172413793,0.048275862,0.055172414,0.068965517,0.034482758620689655,0.027586206896551724,0.020689655172413793,0.089655172,14,17,15,32,69,15,6.216958045959472,46,27,23,2,2,1,16,32,8,7,24,3,9,16,13,12,14,4,7,23,0.15916955017301038,0.093425606,0.079584775,0.006920415,0.006920415,0.003460208,0.055363322,0.11072664359861592,0.027681661,0.024221453,0.083044983,0.010380622837370242,0.031141868512110725,0.055363322,0.044982699,0.041522491,0.048442907,0.01384083,0.024221453,0.079584775,27,39,30,69,141,26,5.390803337097168,17,8,6,0,0,0,7,5,5,1,10,2,3,3,6,7,4,2,2,8,0.17708333333333334,0.083333333,0.0625,0,0,0,0.072916667,0.052083333333333336,0.052083333333333336,0.010416666666666666,0.10416666666666667,0.020833333333333332,0.03125,0.03125,0.0625,0.072916667,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.083333333,7,13,10,23,44,11,5.908947563171386
2176,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8910,175,2,10,2,2,10,2,2,4,2,3,0,2,12,7,1,11,9,11,2,2,3,5,2,0,2,8,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.034090909,0,0.022727272727272728,0.13636363636363635,0.079545455,0.011363636363636364,0.125,0.10227272727272728,0.125,0.022727272727272728,0.022727272727272728,0.034090909,0.056818181818181816,0.022727272727272728,0,0.022727272727272728,0.090909091,4,14,15,29,39,7,8.202264213562014,3,14,6,6,2,3,17,12,1,17,18,18,4,8,5,11,3,2,5,20,0.017142857142857144,0.08,0.034285714,0.034285714,0.011428571428571429,0.017142857142857144,0.097142857,0.068571429,0.005714286,0.097142857,0.10285714285714286,0.10285714285714286,0.022857142857142857,0.045714285714285714,0.028571429,0.062857143,0.017142857142857144,0.011428571428571429,0.028571429,0.11428571428571428,15,23,32,55,74,14,9.582661247253416,1,3,1,3,0,0,10,4,1,8,5,8,1,2,2,2,2,0,0,5,0.017241379310344827,0.051724138,0.017241379310344827,0.051724138,0,0,0.1724137931034483,0.068965517,0.017241379310344827,0.13793103448275862,0.086206897,0.13793103448275862,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0,0,0.086206897,2,11,11,22,24,4,6.902265739440918
